ID,AgeGroup,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive_Fraction,SS_Fraction,Alcohol,Caffeine,Cannabis,Cocaine
1278,25 - 34,Female,Some college or university,USA,Mixed-White/Asian,35,49,58,37,38,7.85,11.14,Used,Used,Used,Used
1279,35 - 44,Female,Professional certificate/ diploma,USA,White,25,38,51,49,49,14.64,11.62,Used,Used,Used,Used
1280,18 - 24,Female,University degree,UK,Asian,42,41,38,45,38,11.46,11.19,Used,Used, Never Used, Never Used
1281,18 - 24,Male,University degree,UK,Asian,44,44,40,28,48,5.52,5.46, Never Used, Never Used, Never Used, Never Used
1282,18 - 24,Male,Some college or university,USA,White,24,51,48,50,45,18.83,11.83,Used,Used,Used, Never Used
1283,18 - 24,Female,Some college or university,UK,Other,23,40,47,44,40,16.29,11.62,Used,Used,Used,Used
1284,18 - 24,Female,Some college or university,USA,White,44,25,49,35,27,5.52,11.14,Used,Used,Used,Used
1285,18 - 24,Male,Some college or university,USA,White,54,33,46,35,32,16.29,7,Used,Used,Used,Used
1286,18 - 24,Male,Some college or university,USA,Mixed-White/Black,20,52,60,48,44,7.85,11.14,Used,Used,Used,Used
1287,18 - 24,Male,Some college or university,USA,White,43,43,41,33,38,5.52,11.19,Used,Used,Used,Used
1288,35 - 44,Female,University degree,USA,White,30,43,58,40,41,10.34,11.14,Used,Used,Used,Used
1289,18 - 24,Female,Some college or university,USA,White,35,46,46,36,39,18.83,13.21,Used,Used,Used, Never Used
1290,18 - 24,Male,Masters degree,UK,White,31,42,52,42,47,18.83,11.62,Used,Used,Used,Used
1291,18 - 24,Male,Some college or university,Other,Other,47,28,46,36,34,13.63,11.19,Used,Used,Used,Used
1292,25 - 34,Male,Professional certificate/ diploma,UK,White,33,45,48,41,43,5.52,11.14,Used,Used,Used,Used
1293,25 - 34,Male,Some college or university,USA,White,53,32,49,32,32,7.85,11.14,Used,Used,Used,Used
1294,25 - 34,Female,Masters degree,USA,White,43,53,54,38,51,10.34,5.46,Used,Used,Used,Used
1295,18 - 24,Female,Some college or university,USA,White,53,23,51,38,34,18.83,11.19,Used,Used,Used, Never Used
1296,18 - 24,Male,Some college or university,USA,White,36,36,54,48,33,16.29,11.19,Used,Used,Used, Never Used
1297,18 - 24,Female,Some college or university,USA,White,32,43,45,37,50,18.83,11.62,Used,Used,Used, Never Used
1298,18 - 24,Male,Some college or university,USA,Other,32,40,50,42,38,13.63,11.14,Used,Used,Used,Used
1299,35 - 44,Female,University degree,USA,White,19,43,50,34,38,11.46,11.62,Used,Used,Used,Used
1300,25 - 34,Male,Some college or university,USA,White,45,39,56,44,44,11.46,11.14,Used,Used,Used,Used
1301,35 - 44,Female,Some college or university,USA,White,30,33,55,45,37,18.83,11.62,Used,Used,Used,Used
1302,18 - 24,Female,Some college or university,USA,White,38,48,47,49,49,13.63,8.97,Used,Used,Used, Never Used
1303,18 - 24,Male,University degree,USA,White,29,49,55,52,49,14.64,11.62,Used,Used,Used, Never Used
1304,35 - 44,Male,University degree,Australia,White,35,36,39,39,45,14.64,3.77,Used,Used,Used,Used
1305,18 - 24,Female,Some college or university,USA,White,31,45,56,49,31,7.85,13.21,Used,Used,Used, Never Used
1306,18 - 24,Male,Some college or university,Australia,White,58,22,53,43,23,13.63,8.97,Used,Used,Used, Never Used
1307,25 - 34,Male,Some college or university,USA,White,32,44,57,39,44,13.63,11.19,Used,Used,Used, Never Used
1308,25 - 34,Male,Masters degree,UK,White,27,31,45,38,43,18.83,11.83,Used,Used,Used, Never Used
1309,25 - 34,Female,University degree,Other,Other,32,43,47,46,42,11.46,13.21,Used,Used,Used,Used
1310,25 - 34,Female,Masters degree,Ireland,White,23,56,51,56,44,11.46,5.46,Used,Used,Used, Never Used
1311,18 - 24,Male,Left school at 16 years,Other,White,41,34,39,38,40,11.46,13.21,Used,Used,Used,Used
1312,18 - 24,Female,Some college or university,UK,White,33,42,48,46,47,18.83,11.62,Used,Used,Used, Never Used
1313,35 - 44,Female,Masters degree,USA,White,26,52,52,40,53,16.29,11.62,Used,Used,Used, Never Used
1314,18 - 24,Female,Some college or university,USA,White,24,54,29,33,31,5.52,11.14,Used,Used,Used,Used
1315,35 - 44,Male,University degree,USA,White,27,46,50,49,49,11.46,11.14,Used,Used,Used,Used
1316,18 - 24,Male,University degree,Other,White,20,47,51,41,50,18.83,13.21,Used,Used,Used, Never Used
1317,25 - 34,Male,Professional certificate/ diploma,USA,White,27,39,51,31,39,18.83,11.83,Used,Used,Used,Used
1318,25 - 34,Female,University degree,UK,White,36,45,34,34,46,16.29,11.19,Used,Used,Used, Never Used
1319,18 - 24,Female,Some college or university,USA,Asian,40,31,43,49,41,10.34,11.14,Used,Used,Used,Used
1320,35 - 44,Male,University degree,USA,White,29,38,44,42,50,18.83,11.62,Used,Used,Used,Used
1321,18 - 24,Male,Some college or university,USA,White,44,46,45,41,40,7.85,11.19,Used,Used,Used, Never Used
1322,18 - 24,Female,Some college or university,USA,Other,31,45,58,48,40,14.64,8.97,Used,Used,Used,Used
1323,18 - 24,Female,University degree,Other,White,38,42,59,46,29,13.63,11.83,Used,Used,Used, Never Used
1324,35 - 44,Male,Some college or university,USA,White,46,30,45,45,51,16.29,8.97,Used,Used,Used,Used
1325,18 - 24,Female,Some college or university,USA,White,40,36,53,46,34,13.63,11.19,Used,Used,Used,Used
1326,18 - 24,Male,Professional certificate/ diploma,Australia,White,42,26,48,44,38,16.29,11.14,Used,Used,Used, Never Used
1327,18 - 24,Male,Professional certificate/ diploma,Canada ,White,27,42,55,41,39,7.85,5.46,Used,Used,Used,Used
1328,18 - 24,Male,Some college or university,USA,White,24,38,47,51,49,13.63,11.83,Used,Used,Used, Never Used
1329,18 - 24,Female,University degree,USA,White,29,45,53,54,44,18.83,11.83,Used,Used,Used,Used
1330,25 - 34,Female,University degree,UK,White,53,34,54,32,33,10.34,13.21,Used, Never Used,Used, Never Used
1331,18 - 24,Male,University degree,USA,Mixed-White/Asian,50,39,46,54,33,11.46,13.21,Used,Used,Used,Used
1332,35 - 44,Male,University degree,USA,White,48,32,52,44,37,16.29,13.21,Used,Used,Used,Used
1333,18 - 24,Female,Professional certificate/ diploma,Canada ,White,53,30,33,37,55,14.64,7,Used,Used,Used,Used
1334,18 - 24,Male,University degree,USA,White,40,38,49,37,44,11.46,13.21,Used,Used,Used,Used
1335,25 - 34,Male,Some college or university,Other,White,15,42,51,57,42,7.85,11.19,Used,Used,Used, Never Used
1336,45 - 54,Male,University degree,USA,White,48,31,49,37,42,16.29,11.62,Used,Used,Used,Used
1337,18 - 24,Female,University degree,UK,White,36,50,41,48,50,13.63,11.19,Used,Used,Used, Never Used
1338,18 - 24,Female,University degree,UK,Black,37,40,43,38,47,13.63,11.83,Used,Used, Never Used, Never Used
1339,35 - 44,Male,Professional certificate/ diploma,Canada ,White,37,43,48,39,47,11.46,13.21,Used,Used,Used,Used
1340,18 - 24,Male,Professional certificate/ diploma,USA,White,52,26,44,40,21,7.85,11.14,Used,Used,Used,Used
1341,18 - 24,Male,Left school at 18 years,USA,Other,30,59,58,39,48,5.52,11.14,Used,Used,Used,Used
1342,35 - 44,Male,Left school at 18 years,USA,Black,43,30,39,41,38,16.29,13.21,Used, Never Used,Used,Used
1343,35 - 44,Female,Doctorate degree,Other,White,32,37,54,44,30,11.46,13.21,Used,Used,Used, Never Used
1344,18 - 24,Male,Professional certificate/ diploma,UK,White,38,44,33,36,35,10.34,13.21,Used,Used,Used,Used
1345,18 - 24,Male,Left school at 18 years,Canada ,White,49,31,38,26,48,14.64,11.83,Used,Used,Used,Used
1346,18 - 24,Male,Left school at 18 years,Other,White,44,47,56,51,44,10.34,11.14,Used,Used,Used,Used
1347,45 - 54,Male,Some college or university,USA,White,44,39,49,42,43,13.63,11.83,Used,Used,Used,Used
1348,18 - 24,Male,University degree,USA,White,43,27,52,40,26,18.83,13.21,Used,Used,Used,Used
1349,18 - 24,Female,Left school at 18 years,USA,White,47,33,44,45,39,18.83,11.19,Used,Used,Used,Used
1350,18 - 24,Female,Some college or university,UK,White,26,55,48,35,32,5.52,11.19,Used,Used,Used,Used
1351,18 - 24,Female,Some college or university,USA,White,19,33,47,43,37,13.63,13.21,Used,Used,Used, Never Used
1352,18 - 24,Female,University degree,UK,White,40,36,39,42,51,14.64,3.77,Used,Used, Never Used, Never Used
1353,55 - 64,Male,University degree,USA,White,52,24,38,35,40,10.34,8.97,Used,Used,Used,Used
1354,18 - 24,Female,Left school at 18 years,USA,White,30,44,54,48,43,13.63,11.62,Used,Used,Used,Used
1355,18 - 24,Male,Some college or university,USA,White,46,33,55,42,32,10.34,13.21,Used,Used,Used,Used
1356,18 - 24,Male,University degree,USA,White,34,42,50,49,42,7.85,11.19,Used,Used,Used,Used
1357,25 - 34,Male,Some college or university,Other,White,21,44,50,43,46,10.34,13.21,Used,Used,Used, Never Used
1358,18 - 24,Male,Professional certificate/ diploma,Canada ,White,40,41,44,37,45,10.34,13.21,Used,Used,Used, Never Used
1359,18 - 24,Male,Some college or university,USA,White,23,37,52,40,31,10.34,13.21,Used,Used,Used, Never Used
1360,18 - 24,Male,Some college or university,USA,White,31,28,49,36,43,18.83,11.83,Used,Used,Used,Used
1361,18 - 24,Female,Some college or university,Australia,White,41,46,56,43,50,11.46,11.62,Used,Used,Used, Never Used
1362,18 - 24,Female,Some college or university,Other,White,26,45,56,35,24,18.83,11.19,Used,Used,Used, Never Used
1363,18 - 24,Male,Some college or university,USA,White,44,32,50,48,33,10.34,11.19,Used,Used,Used,Used
1364,25 - 34,Female,Masters degree,UK,White,39,36,47,47,54,18.83,11.62,Used,Used, Never Used, Never Used
1365,18 - 24,Male,Some college or university,UK,White,44,44,40,36,31,7.85,11.19,Used,Used,Used,Used
1366,35 - 44,Female,University degree,USA,White,35,33,48,50,35,10.34,11.83,Used,Used,Used, Never Used
1367,18 - 24,Female,Left school at 16 years,Canada ,White,37,38,46,31,25,7.85,13.21,Used,Used,Used, Never Used
1368,18 - 24,Male,Left school at 18 years,USA,White,38,27,49,46,31,14.64,8.97,Used,Used,Used, Never Used
1369,18 - 24,Female,Some college or university,USA,White,50,44,53,33,33,10.34,11.19,Used,Used,Used, Never Used
1370,18 - 24,Male,Some college or university,USA,White,40,50,53,46,40,11.46,11.14,Used,Used,Used,Used
1371,25 - 34,Female,Professional certificate/ diploma,USA,White,57,41,47,35,30,5.52,5.46,Used,Used,Used,Used
1372,25 - 34,Female,Masters degree,UK,White,30,37,35,48,38,14.64,3.77,Used, Never Used,Used, Never Used
1373,18 - 24,Male,Some college or university,USA,White,48,41,50,41,32,14.64,11.83,Used,Used,Used,Used
1374,25 - 34,Male,University degree,Canada ,White,47,41,44,46,36,11.46,11.19,Used,Used,Used,Used
1375,45 - 54,Male,University degree,UK,Other,30,36,46,42,41,14.64,7,Used,Used,Used, Never Used
1376,18 - 24,Male,Left school at 18 years,UK,White,26,51,48,48,34,13.63,11.14,Used,Used,Used, Never Used
1377,35 - 44,Male,University degree,Other,White,50,36,52,32,39,18.83,11.19,Used,Used,Used,Used
1378,25 - 34,Female,Masters degree,UK,White,42,42,43,52,48,14.64,11.19,Used,Used, Never Used, Never Used
1379,25 - 34,Female,Masters degree,Canada ,Mixed-White/Asian,50,33,51,43,54,18.83,7,Used,Used,Used,Used
1380,18 - 24,Male,Some college or university,USA,White,30,43,56,42,44,10.34,11.14,Used,Used,Used,Used
1381,25 - 34,Female,University degree,UK,White,25,45,39,40,46,16.29,7,Used,Used, Never Used, Never Used
1382,18 - 24,Male,Some college or university,USA,White,26,43,53,54,50,18.83,11.14,Used,Used,Used, Never Used
1383,18 - 24,Male,Some college or university,Other,White,24,38,52,50,34,16.29,11.83,Used,Used,Used,Used
1384,18 - 24,Female,University degree,USA,White,29,42,49,48,43,7.85,5.46,Used,Used,Used, Never Used
1385,18 - 24,Male,Some college or university,USA,White,22,48,55,39,51,18.83,11.14,Used,Used,Used, Never Used
1386,18 - 24,Female,Some college or university,UK,White,33,37,44,43,46,14.64,7,Used,Used,Used, Never Used
1387,45 - 54,Female,Some college or university,UK,White,35,33,53,39,40,13.63,11.62,Used,Used,Used,Used
1388,25 - 34,Female,Doctorate degree,USA,White,41,42,56,39,37,18.83,11.19, Never Used,Used, Never Used, Never Used
1389,35 - 44,Female,Professional certificate/ diploma,UK,White,42,43,49,39,35,7.85,13.21,Used,Used,Used,Used
1390,18 - 24,Male,Some college or university,USA,White,34,43,52,38,44,16.29,11.83,Used,Used,Used,Used
1391,18 - 24,Male,University degree,USA,White,44,42,42,43,41,7.85,13.21,Used,Used,Used,Used
1392,18 - 24,Male,Some college or university,USA,Mixed-White/Asian,31,53,57,39,32,5.52,5.46,Used,Used,Used,Used
1393,45 - 54,Male,Professional certificate/ diploma,UK,White,32,41,41,40,43,14.64,4.62, Never Used,Used, Never Used, Never Used
1394,25 - 34,Female,Masters degree,UK,White,49,42,45,43,45,16.29,8.97,Used,Used,Used,Used
1395,25 - 34,Female,Masters degree,UK,White,43,40,47,48,51,14.64,11.19,Used,Used, Never Used, Never Used
1396,25 - 34,Female,University degree,UK,White,40,39,46,48,46,18.83,11.19,Used,Used,Used, Never Used
1397,25 - 34,Female,Masters degree,UK,White,52,37,37,52,35,14.64,4.62,Used,Used, Never Used, Never Used
1398,18 - 24,Female,University degree,UK,White,30,43,52,53,46,18.83,13.21,Used,Used,Used,Used
1399,18 - 24,Male,Some college or university,UK,White,28,47,46,51,54,10.34,13.21,Used,Used,Used,Used
1400,25 - 34,Female,University degree,UK,White,44,34,42,40,40,16.29,11.19,Used,Used,Used, Never Used
1401,25 - 34,Female,Masters degree,UK,White,46,46,39,39,41,14.64,7,Used,Used,Used,Used
1402,25 - 34,Female,University degree,UK,White,42,41,47,51,45,16.29,7,Used,Used, Never Used, Never Used
1403,25 - 34,Female,University degree,UK,White,45,40,52,49,38,14.64,11.62,Used,Used,Used,Used
1404,25 - 34,Female,University degree,UK,White,40,40,38,44,46,14.64,8.97,Used,Used, Never Used, Never Used
1405,18 - 24,Female,University degree,UK,White,16,41,33,58,35,1.06,8.97,Used,Used, Never Used, Never Used
1406,25 - 34,Female,Doctorate degree,UK,Mixed-White/Black,51,48,50,45,36,11.46,7,Used,Used,Used,Used
1407,25 - 34,Female,University degree,UK,White,38,36,35,46,31,14.64,8.97,Used,Used,Used, Never Used
1408,25 - 34,Female,Masters degree,UK,White,28,45,54,51,45,13.63,11.14,Used,Used,Used, Never Used
1409,25 - 34,Male,Masters degree,UK,White,49,31,42,46,32,10.34,11.19,Used,Used,Used, Never Used
1410,25 - 34,Female,Doctorate degree,UK,White,18,33,41,44,38,16.29,11.19,Used,Used,Used,Used
1411,25 - 34,Female,University degree,UK,White,30,37,50,52,50,16.29,7,Used,Used, Never Used, Never Used
1412,25 - 34,Female,University degree,USA,White,40,38,55,41,51,18.83,13.21,Used,Used,Used, Never Used
1413,25 - 34,Female,Masters degree,UK,White,46,45,54,43,44,14.64,11.62,Used,Used,Used,Used
1414,25 - 34,Female,University degree,UK,White,46,35,44,38,47,16.29,8.97,Used,Used,Used, Never Used
1415,25 - 34,Female,Doctorate degree,UK,White,32,54,55,47,46,18.83,11.62,Used,Used,Used, Never Used
1416,18 - 24,Male,Left school at 16 years,UK,White,53,30,45,31,29,10.34,11.19,Used,Used,Used,Used
1417,18 - 24,Male,Some college or university,Australia,White,25,32,40,45,44,14.64,11.19,Used,Used,Used, Never Used
1418,18 - 24,Female,University degree,UK,Asian,45,35,41,45,42,16.29,11.19, Never Used,Used, Never Used, Never Used
1419,25 - 34,Female,Masters degree,Ireland,White,34,38,37,54,40,14.64,7,Used,Used,Used, Never Used
1420,18 - 24,Male,Some college or university,USA,White,32,45,55,47,42,13.63,11.14,Used,Used,Used,Used
1421,25 - 34,Male,Some college or university,USA,White,44,37,50,38,38,10.34,11.14,Used,Used,Used, Never Used
1422,25 - 34,Male,Some college or university,USA,White,34,43,51,39,44,18.83,11.14,Used,Used,Used,Used
1423,45 - 54,Male,Left school before 16 years,Ireland,White,35,33,46,50,34,13.63,11.14,Used,Used,Used,Used
1424,18 - 24,Male,University degree,USA,White,28,51,56,46,40,13.63,13.21,Used,Used,Used,Used
1425,25 - 34,Male,Some college or university,UK,White,42,36,44,40,33,7.85,11.19,Used,Used,Used, Never Used
1426,25 - 34,Female,University degree,USA,White,33,44,54,48,46,13.63,11.14,Used,Used,Used,Used
1427,35 - 44,Male,Professional certificate/ diploma,UK,Black,39,42,45,42,42,7.85,13.21,Used,Used,Used, Never Used
1428,18 - 24,Female,Professional certificate/ diploma,UK,Other,36,40,45,45,53,10.34,13.21,Used,Used, Never Used, Never Used
1429,18 - 24,Male,Some college or university,USA,White,27,51,50,34,49,11.46,11.14,Used,Used,Used,Used
1430,18 - 24,Female,Some college or university,USA,White,43,38,41,46,35,18.83,11.83,Used,Used,Used, Never Used
1431,18 - 24,Male,Some college or university,USA,White,33,49,55,39,41,10.34,11.14,Used,Used, Never Used, Never Used
1432,18 - 24,Female,Some college or university,USA,White,48,47,42,28,37,5.52,13.21,Used,Used,Used,Used
1433,45 - 54,Female,Doctorate degree,UK,White,26,31,41,40,46,16.29,4.62,Used,Used,Used,Used
1434,25 - 34,Female,Masters degree,UK,Mixed-White/Black,39,33,42,58,51,14.64,7,Used,Used, Never Used, Never Used
1435,25 - 34,Female,Masters degree,UK,White,40,30,38,47,44,14.64,3.77,Used,Used, Never Used, Never Used
1436,55 - 64,Female,Masters degree,UK,White,28,40,47,45,47,11.46,11.19,Used,Used,Used,Used
1437,55 - 64,Female,Professional certificate/ diploma,UK,White,28,36,48,45,33,5.52,13.21,Used,Used,Used, Never Used
1438,18 - 24,Male,Left school at 16 years,USA,White,48,37,48,46,41,16.29,11.14,Used,Used,Used,Used
1439,18 - 24,Male,Some college or university,USA,White,20,47,51,37,49,16.29,11.62,Used,Used,Used,Used
1440,18 - 24,Male,Some college or university,Other,White,29,44,46,35,36,18.83,11.19,Used,Used,Used, Never Used
1441,35 - 44,Female,Masters degree,UK,White,34,40,40,48,45,14.64,7,Used,Used, Never Used, Never Used
1442,45 - 54,Female,Masters degree,UK,White,25,39,47,52,50,16.29,7,Used,Used, Never Used, Never Used
1443,25 - 34,Female,Masters degree,UK,White,46,33,41,51,48,14.64,4.62,Used,Used, Never Used, Never Used
1444,35 - 44,Female,Doctorate degree,UK,White,31,46,51,49,46,16.29,7,Used,Used,Used,Used
1445,35 - 44,Female,Masters degree,UK,White,29,37,38,54,48,16.29,8.97,Used,Used,Used, Never Used
1446,45 - 54,Female,Masters degree,UK,White,23,41,48,49,49,14.64,7,Used,Used,Used, Never Used
1447,25 - 34,Female,Masters degree,UK,White,29,46,48,50,54,13.63,8.97,Used,Used, Never Used, Never Used
1448,25 - 34,Female,Masters degree,UK,White,36,44,38,39,53,18.83,11.62,Used,Used, Never Used, Never Used
1449,25 - 34,Female,University degree,USA,Black,25,49,50,51,52,11.46,11.19,Used,Used, Never Used, Never Used
1450,18 - 24,Female,Masters degree,UK,Asian,30,41,40,47,47,18.83,11.83, Never Used,Used, Never Used, Never Used
1451,25 - 34,Female,Masters degree,UK,White,26,47,52,36,51,18.83,11.19,Used,Used,Used,Used
1452,25 - 34,Female,Doctorate degree,UK,White,26,36,46,50,53,14.64,11.83,Used,Used,Used, Never Used
1453,18 - 24,Male,Some college or university,USA,White,40,37,58,30,55,7.85,5.46,Used,Used,Used,Used
1454,18 - 24,Female,University degree,UK,White,39,41,35,46,49,14.64,7,Used,Used, Never Used, Never Used
1455,25 - 34,Female,Doctorate degree,UK,White,31,40,45,48,47,16.29,11.19,Used,Used, Never Used, Never Used
1456,18 - 24,Male,Professional certificate/ diploma,USA,White,43,35,55,55,39,16.29,5.46,Used,Used,Used,Used
1457,45 - 54,Female,Masters degree,UK,White,19,44,47,52,52,16.29,8.97,Used,Used, Never Used, Never Used
